Name,Sponsors,University,Sport,PageNumber
Matt McShea,Barstool Sports,Robert Morris University,Lacrosse,73
Lindie Gibbs,Barstool Sports,Lafayette College,Soccer,73
Maddie Joyce,Barstool Sports,Brown University,Lacrosse,73
Isaac Davis,Barstool Sports,Pennsylvania State University,Cross Country,73
Payton Lundberg,Barstool Sports,DePaul University,Softball,73
Owen Tucci,Barstool Sports,Oakland University,Golf,73
Kevin Tillery,Barstool Sports,Indiana University - Purdue University Indianapolis,Golf,73
Abby Kapeller,Barstool Sports,University of Virginia,Swimming and Diving,73
Bronson Moore,Barstool Sports,Arizona State University,Ice Hockey,73
Conrad Molinaro,Barstool Sports,West Virginia University,Swimming and Diving,73
David Wolma,Barstool Sports,University of Michigan,Gymnastics,73
Tristen Roehrich,Barstool Sports,North Dakota State University,Baseball,73
Sebastian Evans,Barstool Sports,Virginia Commonwealth University,Track and Field,74
Eric Waltz,Barstool Sports,San Jose State University,Soccer,74
Zach Hoban,Barstool Sports,Virginia Tech,Football,74
Alex Shterenberg,Barstool Sports,Michigan State University,Soccer,74
T.J. Weeks Jr.,Barstool Sports,University of Massachusetts Amherst,Basketball,74
John Carder,Barstool Sports,Arkansas State University,Cross Country,74
Mike Handal,Barstool Sports,Fairfield University,Baseball,74
Greg Clark,Barstool Sports,Monmouth University,Lacrosse,74
Joe Lang,Barstool Sports,Florida State University,Football,74
Jensen Jabara,Barstool Sports,University of Washington,Soccer,74
Madee Miner,Barstool Sports,Campbell University,Volleyball,74
Griffin Stine,Barstool Sports,University of Indianapolis,Wrestling,74
Kevin Carmichael,Barstool Sports,"University of California, Berkeley",Soccer,74
Braxton Crouse,Barstool Sports,University of Memphis,Football,74
Omar Hoyos,Barstool Sports,George Mason University,Volleyball,74
Maddy Smith,Barstool Sports,University of Vermont,Basketball,74
Devin Naidoo,Barstool Sports,Quinnipiac University,Lacrosse,74
Reilly Ritter,Barstool Sports,Florida Gulf Coast University,Cross Country,74
Annie McDonough,Barstool Sports,University of Virginia,Field Hockey,74
J.D. Pogue,Barstool Sports,Canisius College,Ice Hockey,74
Shelby Hash,Barstool Sports,University of Tennessee at Chattanooga,Soccer,75
Derek Kohler,Barstool Sports,Missouri State University,Football,75
Riley Loos,Barstool Sports,Stanford University,Gymnastics,75
Danny Collins,Barstool Sports,Bradley University,Soccer,75
Abby Leigh,Barstool Sports,University at Buffalo,Volleyball,75
Emily Ryan,Barstool Sports,"University of California, Los Angeles",Volleyball,75
Owen Kulick,Barstool Sports,Villanova University,Soccer,75
Ansley Frazier,Barstool Sports,University of Florida,Soccer,75
Josh Sims,Barstool Sports,James Madison University,Football,75
Andrew Berquist,Barstool Sports,Mississippi State University,Football,75
Andrew Vorhees,Barstool Sports,University of Southern California,Football,75
Drew Munch,Barstool Sports,Lehigh University,Wrestling,75
Jack Bacon,Barstool Sports,Bryant University,Soccer,75
Devon McLane,Barstool Sports,Brown University,Lacrosse,75
Julia Kennedy,Barstool Sports,Miami University,Softball,75
Nate Deziel,Barstool Sports,North Dakota State University,Golf,75
Matt Alswanger,Barstool Sports,Duke University,Football,75
Ava Gellis,Barstool Sports,Lehigh University,Track and Field,75
Sitori Tanin,Barstool Sports,Loyola University Chicago,Basketball,75
Alex Hemenway,Barstool Sports,Clemson University,Basketball,75
Ethan Dedeaux,Barstool Sports,San Diego State University,Football,76
Drew Berggren,Barstool Sports,Colgate University,Football,76
Patrick Maloney,Barstool Sports,University of Michigan,Tennis,76
Anna Dodson,Barstool Sports,"University of California, Los Angeles",Volleyball,76
Sammy Smigliani,Barstool Sports,Colgate University,Ice Hockey,76
Jason Gibson,Barstool Sports,Towson University,Basketball,76
Grace Walter,Barstool Sports,Rutgers University,Soccer,76
Ellie Decker,Barstool Sports,Columbia University,Field Hockey,76
Alex Czepukaitis,Barstool Sports,Mercer University,Lacrosse,76
Sophia DeMauro,Barstool Sports,Rider University,Basketball,76
Luke Caracciolo,Barstool Sports,Bryant University,Lacrosse,76
Will Cooksey,Barstool Sports,University of Michigan,Tennis,76
Nathan Cox,Barstool Sports,University of Denver,Swimming and Diving,76
Justin Patrick,Barstool Sports,Cleveland State University,Wrestling,76
Ben Hampton,Barstool Sports,West Virginia University,Baseball,76
Xavier Meachem,Barstool Sports,North Carolina Agricultural and Technical State University,Baseball,76
Lila Belsher,Barstool Sports,Boston College,Track and Field,76
Evan Carlson,Barstool Sports,Drake University,Soccer,76
Alex Dediu,Barstool Sports,The Ohio State University,Cross Country,76
Thomas Paulsell,Barstool Sports,University of Georgia,Tennis,76
Maddie Kahn,Barstool Sports,Lehigh University,Field Hockey,77
Jude Perry,Barstool Sports,University of Maine,Lacrosse,77
Chris Hunt,Barstool Sports,Saint Joseph's University,Soccer,77
Peyton Ritchey,Barstool Sports,Appalachian State University,Field Hockey,77
Brady Mehl,Barstool Sports,University of Akron,Baseball,77
Brylie St. Clair,Barstool Sports,Mississippi State University,Softball,77
Jackie Prestininzi,Barstool Sports,Bryant University,Cross Country,77
Megan Gilbert,Barstool Sports,"California State University, Bakersfield",Beach Volleyball,77
Colin Burgess,Barstool Sports,University of South Carolina,Baseball,77
Peyton Lowery,Barstool Sports,University of Mississippi,Track and Field,77
Kira La Scola,Barstool Sports,Dartmouth College,Softball,77
Kathleen Harrigan,Barstool Sports,Texas Christian University,Equestrian,77
Molly Sheehan,Barstool Sports,Valparaiso University,Basketball,77
Owen Bockman,Barstool Sports,Valparaiso University,Swimming and Diving,77
Neil Farrell Jr.,Barstool Sports,Louisiana State University,Football,77
Clay Cromwell,Barstool Sports,United States Naval Academy,Football,77
Tyler Spott,Barstool Sports,Northeastern University,Ice Hockey,77
Payton Gottshall,Barstool Sports,Bowling Green State University,Softball,77
Maci Pekmezian,Barstool Sports,Belmont University,Soccer,77
Marina Mendez,Barstool Sports,Lehigh University,Golf,77
Zachary Valenzuela,Barstool Sports,Drexel University,Swimming and Diving,78
Carson Harof,Barstool Sports,Georgia Institute of Technology,Football,78
Abby Coy,Barstool Sports,High Point University,Track and Field,78
Michael Sansone,Barstool Sports,Fairfield University,Baseball,78
Griffin Kell,Barstool Sports,Texas Christian University,Football,78
Halle Blend,Barstool Sports,California Institute of Technology,Volleyball,78
John Reese Bellew,Barstool Sports,Auburn University,Football,78
James Scharetg,Barstool Sports,"University of California, Davis",Football,78
Libby Winans,Barstool Sports,University of Oklahoma,Golf,78
Emma Crowley,Barstool Sports,University of Illinois at Chicago,Softball,78
Anthony Beck II,Barstool Sports,Georgia Southern University,Football,78
Kelly Kaufmann,Barstool Sports,University of New Hampshire,Volleyball,78
Jackson Davenport,Barstool Sports,West Virginia University,Golf,78
Dante Haynes,Barstool Sports,University at Buffalo,Track and Field,78
Noah Rothhaar,Barstool Sports,Wake Forest University,Basketball,78
Ryan Mintz,Barstool Sports,Valparaiso University,Baseball,78
Hanna Killeen,Barstool Sports,The Ohio State University,Field Hockey,78
Courtney Kuligowski,Barstool Sports,University of Southern California,Lacrosse,78
Richard Raupp,Barstool Sports,George Washington University,Soccer,78
Hunter Webb,Barstool Sports,University of Connecticut,Football,78
Tyler McDonald,Barstool Sports,University of Maryland Eastern Shore,Golf,79
Tatiana Fung,Barstool Sports,University of Texas at Austin,Soccer,79
David Kachelries,Barstool Sports,Stephen F. Austin State University,Basketball,79
Thomas Hutchison,Barstool Sports,"University of California, Davis",Golf,79
Mark Paolini,Barstool Sports,Princeton University,Ice Hockey,79
Caleb Pendleton,Barstool Sports,Florida Atlantic University,Baseball,79
Trevor Neff,Barstool Sports,College of the Holy Cross,Baseball,79
Ben Vitas,Barstool Sports,Central Michigan University,Baseball,79
Luke Benoit,Barstool Sports,University of Louisiana at Lafayette,Track and Field,79
Sorin Sorensen,Barstool Sports,Long Island University,Swimming and Diving,79
Robin Van Der Laan,Barstool Sports,East Carolina University,Football,79
Marco Anthony,Barstool Sports,University of Utah,Basketball,79
Nicholas Hasselman,Barstool Sports,Bryant University,Football,79
Dayne Leonard,Barstool Sports,Virginia Tech,Baseball,79
Colton Young,Barstool Sports,Colgate University,Ice Hockey,79
Emma Rosen,Barstool Sports,Brown University,Field Hockey,79
Brian Dillingham,Barstool Sports,Middle Tennessee State University,Baseball,79
Morgan O'Brien,Barstool Sports,Davidson College,Lacrosse,79
Zach Relovsky,Barstool Sports,University of Massachusetts Amherst,Lacrosse,79
Lauren Seedlock,Barstool Sports,Radford University,Soccer,79
Austin Matautia,Barstool Sports,"University of California, Los Angeles",Volleyball,80
Aidan Gantenbein,Barstool Sports,University of South Dakota,Swimming and Diving,80
Emily Lauterbach,Barstool Sports,University of Wisconsin-Madison,Golf,80
Ben Furtney,Barstool Sports,Purdue University,Football,80
Luke Lambert,Barstool Sports,University of Tulsa,Cross Country,80
Shane Ramdeo,Barstool Sports,Temple University,Cross Country,80
Patrick Wilk,Barstool Sports,University of Tennessee,Football,80
Grant Carlson,Barstool Sports,Boston College,Football,80
Ciara Livingway,Barstool Sports,Ohio University,Volleyball,80
Burrell Jones,Barstool Sports,Michigan State University,Baseball,80
Savannah Perry,Barstool Sports,University of Colorado Boulder,Volleyball,80
Bobby Colantonio Jr.,Barstool Sports,University of Alabama,Cross Country,80
Brendan Cropsey,Barstool Sports,Purdue University,Football,80
Brock Gagliardi,Barstool Sports,Old Dominion University,Baseball,80
Hailey Kilroy,Barstool Sports,Bridgewater State University,Track and Field,80
Cameryn Forgash,Barstool Sports,The Ohio State University,Field Hockey,80
Geoffrey Ali,Barstool Sports,Louisiana State University,Track and Field,80
Michael Nelson,Barstool Sports,North Dakota State University,Wrestling,80
Tristan Stevens,Barstool Sports,University of Texas at Austin,Baseball,80
Jake Herslow,Barstool Sports,University of Houston,Football,80
Parker White,Barstool Sports,University of South Carolina,Football,81
Dont'e Thornton,Barstool Sports,University of Oregon,Football,81
Kassidy Krupit,Barstool Sports,University of South Carolina,Softball,81
Neal Shipley,Barstool Sports,James Madison University,Golf,81
Brian Carrabes,Barstool Sports,Boston University,Ice Hockey,81
Tess Stapleton,Barstool Sports,Stanford University,Track and Field,81
Amy Swain,Barstool Sports,Radford University,Soccer,81
Amanda Fox,Barstool Sports,Illinois State University,Softball,81
Morgan Parsons,Barstool Sports,Radford University,Lacrosse,81
Daniel Ramsey,Barstool Sports,Tennessee Technological University,Basketball,81
Raygan Murray,Barstool Sports,Seton Hall University,Volleyball,81
Nathan Turner,Barstool Sports,United States Merchant Marine AcademyÂ (Merchant Marine),Swimming and Diving,81
Katie Joella,Barstool Sports,University of Colorado Boulder,Soccer,81
Eric Santiago,Barstool Sports,University of Cincinnati,Baseball,81
Luke Winkler,Barstool Sports,University of Missouri,Cross Country,81
Haley Mojsej,Barstool Sports,Robert Morris University,Lacrosse,81
Kelly Proesch,Barstool Sports,University of Northern Iowa,Track and Field,81
Michael Bean,Barstool Sports,Merrimack College,Baseball,81
Maddie Fowler,Barstool Sports,Rice University,Volleyball,81
Grace Paulson,Barstool Sports,"University of California, Berkeley",Beach Volleyball,81
Vittoria Price,Barstool Sports,University of Texas at El Paso,Volleyball,82
Samuel Denker,Barstool Sports,Prairie View A&M University,Baseball,82
Danielle Bellino,Barstool Sports,University of Wisconsin-Madison,Cross Country,82
Cole Burnam,Barstool Sports,Furman University,Tennis,82
Devin Nicholson,Barstool Sports,Long Island University,Basketball,82
Annalise Pacheco,Barstool Sports,New Mexico State University,Soccer,82
Marne Sullivan,Barstool Sports,Boston College,Cross Country,82
Alex Raynor,Barstool Sports,Georgia Southern University,Football,82
Daniel Roy,Barstool Sports,Stanford University,Swimming and Diving,82
Erin O'Donnell,Barstool Sports,Iona College,Lacrosse,82
Ethan Parrish,Barstool Sports,Stanford University,Water Polo,82
Anthony Weeden,Barstool Sports,Florida State University,Football,82
Morgan Kubicki,Barstool Sports,Kent State University,Lacrosse,82
Tanner Hagstrom,Barstool Sports,University of Arizona,Cross Country,82
Marcello Olivares,Barstool Sports,University of Notre Dame,Fencing,82
Shayne Patel,Barstool Sports,Drake University,Golf,82
Grant Sergent,Barstool Sports,University of San Diego,Football,82
Rocco Cillino,Barstool Sports,University of Rhode Island,Football,82
Thomas Ellis,Barstool Sports,Saint John's University,Golf,82
Dhaivat Pandya,Barstool Sports,"University of Maryland, College Park",Golf,82
Isabella Paoletti,Barstool Sports,Yale University,Swimming and Diving,83
Morgan Kummer,Barstool Sports,University of Wisconsin-Madison,Softball,83
Bryce Ramer,Barstool Sports,Ohio University,Football,83
Nathan Cox,Barstool Sports,Duke University,Swimming and Diving,83
Clayton Kirkus,Barstool Sports,Tennessee Technological University,Cross Country,83
Voski Armenakyan,Barstool Sports,University of Massachusetts Amherst,Track and Field,83
David Kisiel,Barstool Sports,Grand Canyon University,Volleyball,83
Samantha Schultz,Barstool Sports,New Jersey Institute of Technology,Basketball,83
Ethan Driskell,Barstool Sports,Marshall University,Football,83
Logan Anderson,Barstool Sports,"University of Maryland, College Park",Field Hockey,83
Garrett Payne,Barstool Sports,North Carolina State University,Baseball,83
Cole Becker,Barstool Sports,University of Colorado Boulder,Football,83
Brooke Kane,Barstool Sports,Temple University,Soccer,83
Tyler Mudd,Barstool Sports,College of the Holy Cross,Baseball,83
Marcayll Jones,Barstool Sports,University of Memphis,Football,83
Cameron Brown,Barstool Sports,University of Notre Dame,Baseball,83
Henry To'oTo'o,PSD Underwear,University of Alabama,Football,83
Ireland Hieb,Barstool Sports,Eastern Illinois University,Volleyball,83
Ethan Smith,Barstool Sports,The Ohio State University,Wrestling,83
Justin Barnett,Barstool Sports,Virginia Commonwealth University,Track and Field,83
Nick Degennaro,Barstool Sports,"University of Maryland, College Park",Football,84
Ivan Pace Jr.,Barstool Sports,Miami University,Football,84
Addison Clark,Barstool Sports,West Virginia University,Soccer,84
